dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
200707913,2020-03-31,2020-03-31,21:30:00,7,Wilshire,724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,998.0,998.0,7600    BEVERLY                      BL,ARDMORE,34.0761,-118.3555,2020,3
200412802,2020-09-15,2020-09-15,18:20:00,4,Hollenbeck,455,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1814 0913,27,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,300 N  SOTO                         ST,ARDMORE,34.0512,-118.2093,2020,9
200712252,2020-07-31,2020-07-31,12:50:00,7,Wilshire,732,2,662,"BUNCO, GRAND THEFT",0701 1822,63,F,W,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,662.0,998.0,998.0,998.0,6100 W  6TH                          ST,ARDMORE,34.0649,-118.3614,2020,7
200218425,2020-12-10,2020-12-07,05:00:00,2,Rampart,245,1,510,VEHICLE - STOLEN,0701 1822,0,F,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,300 S  ALVARADO                     ST,ARDMORE,34.061,-118.2775,2020,12
200121287,2020-11-19,2020-11-19,15:45:00,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0910 2004 0913 0917 1266 0416 2047 1817,30,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,800 N  ALAMEDA                      ST,ARDMORE,34.0561,-118.2375,2020,11
201304521,2020-01-10,2020-01-08,06:30:00,13,Newton,1385,1,510,VEHICLE - STOLEN,0910 2004 0913 0917 1266 0416 2047 1817,0,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,900 E  GAGE                         AV,ARDMORE,33.9857,-118.2628,2020,1
200509967,2020-05-26,2020-05-26,19:00:00,5,Harbor,581,1,310,BURGLARY,0344 0352 1609 1202 1402 1309 1221,70,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,998.0,998.0,998.0,2200 W  37TH                         ST,ARDMORE,33.7214,-118.325,2020,5
200610031,2020-05-09,2020-04-01,08:00:00,6,Hollywood,635,2,354,THEFT OF IDENTITY,1822,40,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,1900    WHITLEY                      AV,ARDMORE,34.1052,-118.3333,2020,4
200612086,2020-07-01,2020-06-29,13:00:00,6,Hollywood,615,2,354,THEFT OF IDENTITY,0377 0929 0930 1822,28,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,2300 N  CAHUENGA                     BL,ARDMORE,34.1113,-118.3332,2020,6
200811783,2020-07-12,2020-07-12,21:47:00,8,West LA,832,1,310,BURGLARY,1822 2004 0344 1607 1414,44,M,O,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,998.0,998.0,998.0,11800    WILSHIRE                     BL,ARDMORE,34.0511,-118.4643,2020,7
200116691,2020-08-20,2020-08-20,12:05:00,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0416,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,500    WALL                         ST,ARDMORE,34.0449,-118.2458,2020,8
200316920,2020-09-06,2020-09-05,21:00:00,3,Southwest,317,1,510,VEHICLE - STOLEN,2000 1814 0913 0416,0,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,1400 W  24TH                         ST,ARDMORE,34.0345,-118.2921,2020,9
200508452,2020-04-19,2020-04-19,09:30:00,5,Harbor,529,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 0361 0319 1402 0421 0334 0302,70,M,B,103,ALLEY,102.0,HAND GUN,AA,Adult Arrest,230.0,998.0,998.0,998.0,700    PIONEER                      AV,ARDMORE,33.7793,-118.248,2020,4
200114762,2020-07-13,2020-06-19,15:00:00,1,Central,171,1,510,VEHICLE - STOLEN,0913 0603 0361 0319 1402 0421 0334 0302,0,M,B,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,510.0,998.0,998.0,998.0,900 W  OLYMPIC                      BL,ARDMORE,34.0454,-118.2658,2020,6
200409817,2020-06-15,2020-06-04,10:30:00,4,Hollenbeck,412,2,900,VIOLATION OF COURT ORDER,0913 2038,5,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,900.0,998.0,998.0,998.0,2600    PASADENA                     AV,ARDMORE,34.0765,-118.2157,2020,6
201212814,2020-05-14,2020-05-13,23:00:00,12,77th Street,1211,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,34,F,B,121,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,IC,Invest Cont,420.0,998.0,998.0,998.0,5400    8TH                          AV,ARDMORE,33.9932,-118.3258,2020,5
201216743,2020-07-19,2020-07-19,20:20:00,12,77th Street,1239,1,510,VEHICLE - STOLEN,0344,0,F,B,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,510.0,998.0,998.0,998.0,5900 S  VERMONT                      AV,ARDMORE,33.9872,-118.2915,2020,7
200414379,2020-10-27,2020-10-06,12:00:00,4,Hollenbeck,448,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257 0552 0913 0416 0444 0400,5,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627.0,998.0,998.0,998.0,2800    LANCASTER                    AV,ARDMORE,34.0572,-118.1942,2020,10
200413399,2020-10-02,2020-10-01,20:00:00,4,Hollenbeck,468,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,65,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,3100 E  2ND                          ST,ARDMORE,34.0373,-118.1998,2020,10
200311273,2020-05-13,2020-05-13,15:15:00,3,Southwest,375,2,624,BATTERY - SIMPLE ASSAULT,1310 0329 1309 0417 0416 0445 1822 0605,54,M,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,WESTERN                      AV,MARTIN LUTHER KING JR        BL,34.0109,-118.3089,2020,5
200900561,2020-02-04,2020-02-04,14:10:00,9,Van Nuys,911,2,946,OTHER MISCELLANEOUS CRIME,1402 2004,25,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946.0,998.0,998.0,998.0,7100    SEPULVEDA                    BL,MARTIN LUTHER KING JR        BL,34.1938,-118.4702,2020,2
201208559,2020-03-05,2020-03-05,16:10:00,12,77th Street,1256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 1309,0,X,X,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,998.0,998.0,998.0,400 W  FLORENCE                     AV,MARTIN LUTHER KING JR        BL,33.9747,-118.2809,2020,3
200116172,2020-08-10,2020-08-08,10:00:00,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 1307 1414 1609 1822 0329,28,F,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,5TH                          ST,SEATON,34.0415,-118.2374,2020,8
200317387,2020-09-15,2020-09-15,14:59:00,3,Southwest,328,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822 2004,19,X,X,403,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,998.0,998.0,998.0,3300 S  FIGUEROA                     ST,SEATON,34.0268,-118.2808,2020,9
200213651,2020-08-12,2020-05-26,01:00:00,2,Rampart,238,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0601 1275 0344 2032 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,998.0,998.0,300    PATTON                       ST,SEATON,34.0652,-118.2593,2020,5
200210896,2020-06-02,2020-06-02,19:30:00,2,Rampart,265,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,0,X,X,404,DEPARTMENT STORE,311.0,HAMMER,IC,Invest Cont,740.0,998.0,998.0,998.0,800 S  ALVARADO                     ST,SEATON,34.0549,-118.2778,2020,6
200119511,2020-10-15,2020-10-15,09:00:00,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740.0,998.0,998.0,998.0,500    RAMIREZ                      ST,SEATON,34.055,-118.2321,2020,10
200316382,2020-08-27,2020-08-27,14:15:00,3,Southwest,311,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0447 0913 1309,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212.0,BOTTLE,IC,Invest Cont,230.0,998.0,998.0,998.0,5600    BLACKWELDER                  ST,SEATON,34.0292,-118.366,2020,8
200915179,2020-09-27,2020-09-26,18:30:00,9,Van Nuys,923,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0352 1601,67,M,H,710,OTHER PREMISE,212.0,BOTTLE,IC,Invest Cont,341.0,998.0,998.0,998.0,14500    VICTORY                      BL,SEATON,34.1903,-118.4574,2020,9
200105192,2020-01-18,2020-01-17,02:05:00,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0334 1266 2003,30,M,O,108,PARKING LOT,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,998.0,998.0,FLOWER                       ST,6TH                          ST,34.0494,-118.2581,2020,1
200200944,2020-12-25,2020-12-25,00:01:00,2,Rampart,245,2,946,OTHER MISCELLANEOUS CRIME,0450 1407 1419 1100 0361 0913,18,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,946.0,998.0,998.0,998.0,500 S  LAKE                         ST,6TH                          ST,34.0614,-118.2752,2020,12
200604043,2020-01-01,2020-01-01,03:55:00,6,Hollywood,678,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0417,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,998.0,998.0,900 N  SERRANO                      AV,6TH                          ST,34.0863,-118.3064,2020,1
201106662,2020-02-29,2020-02-29,10:30:00,11,Northeast,1101,1,510,VEHICLE - STOLEN,2000 0416 0417,0,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,5200    ZOO                          DR,6TH                          ST,34.1553,-118.3007,2020,2
200900682,2020-04-06,2020-04-05,23:10:00,9,Van Nuys,974,1,310,BURGLARY,1402 0344 0329 1420 0358 1609,38,M,W,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,998.0,998.0,14600    VENTURA                      BL,6TH                          ST,34.1547,-118.453,2020,4
201015340,2020-11-23,2020-11-23,13:30:00,10,West Valley,1041,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0368 2000 0913 1813 0421 1414,33,F,O,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,998.0,998.0,998.0,6000    TOPEKA                       DR,6TH                          ST,34.1787,-118.5461,2020,11
200106218,2020-02-01,2020-01-31,10:00:00,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0429 0416 1822,44,M,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,600 W  7TH                          ST,6TH                          ST,34.0491,-118.2558,2020,1
201216999,2020-07-06,2020-07-06,11:00:00,12,77th Street,1243,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 1309 0319 0416 0432,29,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,998.0,998.0,WESTERN                      AV,GAGE                         AV,33.9819,-118.309,2020,7
201109818,2020-05-27,2020-05-26,16:20:00,11,Northeast,1189,2,354,THEFT OF IDENTITY,0917 1822,28,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,3500    MARMION                      WY,GAGE                         AV,34.0871,-118.2142,2020,5
201108703,2020-04-24,2020-04-24,18:40:00,11,Northeast,1162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0448 0408 0421 0334 0554 0906 0913,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,998.0,998.0,998.0,1100 N  MADISON                      AV,GAGE                         AV,34.0909,-118.2893,2020,4
201005441,2020-02-03,2020-02-03,21:10:00,10,West Valley,1006,2,888,TRESPASSING,1822 2002 0389,20,M,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888.0,998.0,998.0,998.0,17500    SATICOY                      ST,GAGE                         AV,34.2147,-118.5142,2020,2
200305051,2020-01-19,2020-01-19,01:00:00,3,Southwest,314,1,761,BRANDISH WEAPON,0913 0561 0421 0334,41,M,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,761.0,930.0,998.0,998.0,2300 W  25TH                         ST,GAGE                         AV,34.0338,-118.3177,2020,1
201306782,2020-02-19,2020-02-19,00:30:00,13,Newton,1351,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,51,M,H,122,"VEHICLE, PASSENGER/TRUCK",511.0,VERBAL THREAT,IC,Invest Cont,745.0,930.0,998.0,998.0,4200 S  MAIN                         ST,GAGE                         AV,34.0075,-118.2775,2020,2
200320346,2020-11-14,2020-10-17,18:15:00,3,Southwest,308,1,510,VEHICLE - STOLEN,0329 1307,0,M,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,510.0,930.0,998.0,998.0,23RD                         ST,HOOVER                       ST,34.0352,-118.284,2020,10
201218030,2020-08-06,2020-05-01,17:30:00,12,77th Street,1266,2,860,BATTERY WITH SEXUAL CONTACT,0416 1822,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860.0,930.0,998.0,998.0,600 W  79TH                         ST,HOOVER                       ST,33.9678,-118.2859,2020,5
201107142,2020-03-10,2020-02-23,02:00:00,11,Northeast,1124,1,510,VEHICLE - STOLEN,0416 1822,0,F,B,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,930.0,998.0,998.0,3300    DREW                         ST,HOOVER                       ST,34.1199,-118.2431,2020,2
201215736,2020-07-01,2020-07-01,18:00:00,12,77th Street,1243,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 0445 1218 1822,0,F,B,101,STREET,308.0,STICK,AO,Adult Other,230.0,930.0,998.0,998.0,WESTERN                      AV,71ST                         ST,33.9754,-118.309,2020,7
201210793,2020-04-06,2020-04-04,18:10:00,12,77th Street,1255,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,29,M,H,101,STREET,308.0,STICK,IC,Invest Cont,331.0,930.0,998.0,998.0,7700 S  NORMANDIE                    AV,71ST                         ST,33.9702,-118.3003,2020,4
200609455,2020-04-24,2020-04-24,17:15:00,6,Hollywood,644,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308.0,STICK,IC,Invest Cont,440.0,930.0,998.0,998.0,7100 W  SUNSET                       BL,71ST                         ST,34.098,-118.3441,2020,4
200313563,2020-07-02,2020-06-01,15:30:00,3,Southwest,356,1,310,BURGLARY,0344 1607 0329 1822,19,X,X,721,HIGH SCHOOL,308.0,STICK,IC,Invest Cont,310.0,930.0,998.0,998.0,3700 S  HARVARD                      BL,71ST                         ST,34.0199,-118.3062,2020,6
200113091,2020-06-08,2020-06-07,20:00:00,1,Central,128,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0352,25,F,H,108,PARKING LOT,308.0,STICK,IC,Invest Cont,330.0,930.0,998.0,998.0,300 E  2ND                          ST,71ST                         ST,34.0498,-118.24,2020,6
200907131,2020-03-09,2020-03-09,01:00:00,9,Van Nuys,905,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000 1813 0913,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,930.0,998.0,998.0,14600    SATICOY                      ST,71ST                         ST,34.2085,-118.4504,2020,3
200818006,2020-12-28,2020-03-05,10:30:00,8,West LA,835,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,33,F,W,730,SYNAGOGUE/TEMPLE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,956.0,930.0,998.0,998.0,WESTWOOD                     BL,SANTA MONICA                 BL,34.0497,-118.437,2020,3
200118066,2020-09-17,2020-09-17,03:30:00,1,Central,182,1,510,VEHICLE - STOLEN,1501,0,F,W,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,930.0,998.0,998.0,OLYMPIC,GRAND,34.043,-118.2606,2020,9
200610788,2020-05-29,2020-05-29,12:00:00,6,Hollywood,645,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,20,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,956.0,930.0,998.0,998.0,1700 N  ORANGE                       DR,GRAND,34.1016,-118.3417,2020,5
200304517,2020-01-09,2020-01-09,18:30:00,3,Southwest,358,1,480,BIKE - STOLEN,0344 1251,18,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,930.0,998.0,998.0,3600    WATT                         WY,GRAND,34.0193,-118.2885,2020,1
200812396,2020-07-28,2020-06-20,12:00:00,8,West LA,836,2,354,THEFT OF IDENTITY,0928 1822,35,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,930.0,998.0,998.0,2000    KERWOOD                      AV,GRAND,34.0527,-118.4198,2020,6
200607010,2020-02-27,2020-02-27,01:15:00,6,Hollywood,657,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,25,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,930.0,998.0,998.0,5600    SANTA MONICA                 BL,GRAND,34.0908,-118.3113,2020,2
200808126,2020-04-08,2020-04-06,14:00:00,8,West LA,807,1,310,BURGLARY,0344 0321 1822,23,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310.0,930.0,998.0,998.0,14200    MULHOLLAND                   DR,GRAND,34.13,-118.4466,2020,4
200314008,2020-07-11,2020-07-11,11:30:00,3,Southwest,395,1,510,VEHICLE - STOLEN,0344 0321 1822,0,M,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,930.0,998.0,998.0,4100 S  WESTERN                      AV,GRAND,34.0091,-118.3089,2020,7
200304337,2020-01-06,2020-01-05,08:00:00,3,Southwest,321,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,19,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,930.0,998.0,998.0,3400 S  LA BREA                      AV,GRAND,34.0238,-118.3669,2020,1
200615971,2020-09-27,2020-09-27,12:50:00,6,Hollywood,629,1,330,BURGLARY FROM VEHICLE,1608 0344,22,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,930.0,998.0,998.0,3200    CANYON                       DR,GRAND,34.1201,-118.3163,2020,9
200314060,2020-07-12,2020-07-12,04:30:00,3,Southwest,329,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0400 2034,25,F,H,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,930.0,998.0,998.0,2600 S  FIGUEROA                     ST,GRAND,34.0246,-118.2772,2020,7
201108778,2020-04-27,2020-04-26,17:22:00,11,Northeast,1143,2,900,VIOLATION OF COURT ORDER,0913 2038,51,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,900.0,930.0,998.0,998.0,4300    RUSSELL                      AV,GRAND,34.1045,-118.283,2020,4
200110842,2020-04-22,2020-04-21,06:35:00,1,Central,152,1,480,BIKE - STOLEN,0910 0397 0344,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,930.0,998.0,998.0,600 S  FIGUEROA                     ST,GRAND,34.0509,-118.2585,2020,4
200206401,2020-02-18,2020-02-17,21:00:00,2,Rampart,245,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 2034,43,F,O,109,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,930.0,998.0,998.0,6TH,PARK VIEW,34.0612,-118.2785,2020,2
200813220,2020-08-22,2020-08-22,10:15:00,8,West LA,885,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 1241 1821 0432,28,F,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,930.0,998.0,998.0,10500    AYRES                        AV,PARK VIEW,34.0433,-118.4205,2020,8
201115599,2020-11-10,2020-01-01,15:15:00,11,Northeast,1144,2,354,THEFT OF IDENTITY,0928 1822,51,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,930.0,998.0,998.0,2000    REDCLIFF                     ST,PARK VIEW,34.0953,-118.2697,2020,1
200404810,2020-01-21,2020-01-21,18:35:00,4,Hollenbeck,449,2,624,BATTERY - SIMPLE ASSAULT,0444 0561,31,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,930.0,998.0,998.0,2700    MARENGO                      ST,PARK VIEW,34.0546,-118.1978,2020,1
201114728,2020-10-16,2020-10-16,07:30:00,11,Northeast,1136,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,0,M,X,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,930.0,998.0,998.0,4200    EAGLE ROCK                   BL,PARK VIEW,34.1218,-118.2251,2020,10
200413331,2020-10-01,2020-10-01,00:50:00,4,Hollenbeck,497,1,310,BURGLARY,0344,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,930.0,998.0,998.0,3200 E  OLYMPIC                      BL,PARK VIEW,34.0198,-118.2097,2020,10
200713960,2020-09-17,2020-09-17,02:30:00,7,Wilshire,732,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,55,M,W,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,930.0,998.0,998.0,6300 W  6TH                          ST,PARK VIEW,34.0653,-118.365,2020,9
201115388,2020-11-04,2020-10-27,20:30:00,11,Northeast,1184,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0447,0,X,X,101,STREET,212.0,BOTTLE,IC,Invest Cont,231.0,930.0,998.0,998.0,SUNSET                       BL,VIN SCULLY                   AV,34.0812,-118.252,2020,10
200615372,2020-09-14,2020-09-13,23:40:00,6,Hollywood,636,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0216 1822 1300 1309 0400 0432 0421 1266,18,M,B,102,SIDEWALK,113.0,SIMULATED GUN,IC,Invest Cont,930.0,930.0,998.0,998.0,6700    YUCCA                        ST,VIN SCULLY                   AV,34.1032,-118.3374,2020,9
200809123,2020-05-05,2020-04-01,12:00:00,8,West LA,835,2,354,THEFT OF IDENTITY,1822 0100 0930,32,F,A,501,SINGLE FAMILY DWELLING,113.0,SIMULATED GUN,IC,Invest Cont,354.0,930.0,998.0,998.0,1800    MIDVALE                      AV,VIN SCULLY                   AV,34.0493,-118.4379,2020,4
